OrderId,BillOfLadingNumber,PayerCustomerId,CustomerReferenceNumber,CarrierId,OrderPlacedDate,OrderStatus,OrderClosedDate,LoadType
000000000456,39579350077,000004,689943487655,000001,1/8/2023 3:26:25 PM,Not Started,,Refrigerated
000000000457,92824390871,000005,,000002,1/9/2023 3:26:25 PM,Canceled,1/17/2023 3:26:25 PM,Dry Van
000000000458,60086751457,000004,,000002,1/10/2023 3:26:25 PM,In Transit,,Dry Van
000000000459,33080477285,000003,,000004,1/11/2023 3:26:25 PM,Final,1/20/2023 3:26:25 PM,Hazmat
000000000460,61181623198,000004,100940410607,000003,1/12/2023 3:26:25 PM,At Customer Location,,Refrigerated
000000000461,35944121414,000005,775203865939,000001,1/13/2023 3:26:25 PM,In Transit,,Refrigerated
000000000462,228590840,000003,,000004,1/14/2023 3:26:25 PM,At Carrier Location,,Hazmat
000000000463,6335223461,000004,848785581564,000003,1/15/2023 3:26:25 PM,At Other Location,,Refrigerated
000000000464,17681002120,000003,,000003,1/16/2023 3:26:25 PM,In Transit,,Refrigerated
000000000465,86424826872,000005,,000001,1/17/2023 3:26:25 PM,Canceled,2/5/2023 3:26:25 PM,Dry Van
000000000466,7190801125,000004,,000004,1/18/2023 3:26:25 PM,In Transit,,Hazmat
000000000467,1490434027,000004,,000002,1/19/2023 3:26:25 PM,At Other Location,,Dry Van
000000000468,7441093577,000007,,000002,1/20/2023 3:26:25 PM,Not Started,,Dry Van
000000000469,1821079176,000003,867396864862,000004,1/21/2023 3:26:25 PM,Not Started,,Hazmat
000000000470,93495089591,000003,,000002,1/22/2023 3:26:25 PM,Final,1/26/2023 3:26:25 PM,Dry Van
000000000471,43520611075,000007,,000003,1/23/2023 3:26:25 PM,Final,2/3/2023 3:26:25 PM,Refrigerated
000000000472,46742786230,000005,324852371359,000002,1/24/2023 3:26:25 PM,At Customer Location,,Dry Van
000000000473,49830199835,000007,,000004,1/25/2023 3:26:25 PM,Final,2/7/2023 3:26:25 PM,Dry Van
000000000474,24023475463,000001,,000003,1/26/2023 3:26:25 PM,In Transit,,Refrigerated
000000000475,23396298846,000001,123695353814,000003,1/27/2023 3:26:25 PM,At Other Location,,Refrigerated
000000000476,66398305057,000004,413864393919,000004,1/28/2023 3:26:25 PM,In Transit,,Dry Van
000000000477,91203973026,000005,859251689286,000001,1/29/2023 3:26:25 PM,Not Started,,Refrigerated
000000000478,60027022709,000005,,000002,1/30/2023 3:26:25 PM,In Transit,,Dry Van
000000000479,23472386199,000005,464217868081,000003,1/31/2023 3:26:25 PM,At Other Location,,Refrigerated
000000000480,74982029561,000003,322354693380,000003,2/1/2023 3:26:25 PM,Final,2/10/2023 3:26:25 PM,Refrigerated
000000000481,37894290145,000005,916760865324,000003,2/2/2023 3:26:25 PM,At Carrier Location,,Refrigerated
000000000482,31709671526,000004,557707905759,000002,2/3/2023 3:26:25 PM,At Carrier Location,,Dry Van
000000000483,12049557108,000005,,000004,2/4/2023 3:26:25 PM,Not Started,,Dry Van
000000000484,6257434502,000007,41454509632,000003,2/5/2023 3:26:25 PM,At Other Location,,Refrigerated
000000000485,9509092989,000001,570018312103,000004,2/6/2023 3:26:25 PM,At Other Location,,Hazmat
000000000486,8344029947,000007,74904927596,000004,2/7/2023 3:26:25 PM,At Customer Location,,Hazmat
000000000487,93545131580,000003,120757702893,000003,2/8/2023 3:26:25 PM,Final,2/23/2023 3:26:25 PM,Refrigerated
000000000488,50973085092,000007,,000004,2/9/2023 3:26:25 PM,At Other Location,,Hazmat
000000000489,45345783092,000004,344745598819,000002,2/10/2023 3:26:25 PM,Final,3/2/2023 3:26:25 PM,Dry Van
000000000490,74924323612,000003,323604189486,000001,2/11/2023 3:26:25 PM,Canceled,2/25/2023 3:26:25 PM,Dry Van
000000000491,79254616668,000007,,000003,2/12/2023 3:26:25 PM,At Carrier Location,,Refrigerated
000000000492,74339221218,000005,936726322471,000001,2/13/2023 3:26:25 PM,At Carrier Location,,Refrigerated
000000000493,25252858424,000001,158736611759,000001,2/14/2023 3:26:25 PM,At Carrier Location,,Dry Van
000000000494,18074510959,000007,,000002,2/15/2023 3:26:25 PM,At Other Location,,Dry Van
000000000495,27298086533,000004,,000002,2/16/2023 3:26:25 PM,At Customer Location,,Dry Van
000000000496,29826108710,000001,577263231442,000001,2/17/2023 3:26:25 PM,Final,2/26/2023 3:26:25 PM,Refrigerated
000000000497,53039123237,000001,327985293619,000004,2/18/2023 3:26:25 PM,Final,2/25/2023 3:26:25 PM,Dry Van
000000000498,73022367578,000007,,000002,2/19/2023 3:26:25 PM,In Transit,,Dry Van
000000000499,23464256674,000001,85717511587,000003,2/20/2023 3:26:25 PM,At Customer Location,,Refrigerated
000000000500,31835979546,000003,,000003,2/21/2023 3:26:25 PM,At Other Location,,Refrigerated
